Date,AVXL.US,BGMS.US,BKYI.US,BLNE.US,BOXL.US,CODX.US,CYPH.US,DVLT.US,ENTO.US,EQ.US,FRGT.US,GNPX.US,GREE.US,HBIO.US,HYPD.US,IBIO.US,IRWD.US,KALA.US,LMFA.US,PHIO.US,QCLS.US,RLMD.US,RNTX.US,SBLX.US,SLRX.US,SONN.US,SSP.US,STIM.US,TPST.US,TRAW.US,TXMD.US,WKHS.US
2019-10-14,2.65,28087.2,80.928,968.0,76.0,1.05,11.7,242670.0,56700.0,3.6601,170500.0,1009.6,40.503,2.7,263.2,216.25,8.7,175.5,25.9068,1248.05,57612.0,11.1952,8.6,368.0,15240.0,51948.5,12.493,8.88,1384.5,315.75,196.5,912.5
2019-10-15,2.75,26898.7,80.3088,978.0,78.4,1.02,11.8,244500.0,69942.6,3.63,165000.0,989.215,41.234,2.85,258.4,190.0,9.03,174.5,26.643,1164.89,58362.0,26.2,8.77982,370.816,17130.0,49082.9,12.996,8.91,1402.05,324.325,195.75,870.0
2019-10-16,2.86,28800.0,95.04,1000.0,78.8,1.0148,11.9,249000.0,81421.2,3.54,158870.0,929.4,40.987,2.77,245.6,207.55,8.925,177.0,29.349,1364.47,56952.0,23.1,8.902,390.4,17250.0,53493.4,12.844,8.86,1437.15,320.55,184.5,902.5
2019-10-17,2.81,26683.2,96.624,976.0,75.2,1.06,11.7,250530.0,101541.0,3.5,155100.0,940.0,40.987,2.8,253.6,248.35,9.06,174.0,27.9,1378.08,59010.0,18.99,8.27328,378.304,17700.0,48688.6,13.102,9.06,1404.0,344.95,187.0,907.5
2019-10-18,2.81,26805.6,92.16,976.0,74.4,1.05,11.5,240030.0,90720.0,3.2871,143000.0,970.0,40.498,2.85,242.4,260.25,8.74,174.0,28.5,1259.28,57600.0,19.81,8.38,384.32,17352.0,48696.0,12.878,9.01,1380.6,338.3,183.25,867.5
2019-10-21,2.78,26395.2,84.96,980.0,78.4,1.06,11.4,234000.0,100157.0,3.5,132010.0,1050.8,40.498,2.92,237.6,250.0,8.88,168.0,27.075,1204.09,59142.0,30.0,8.2,393.152,16423.5,46742.1,13.396,9.06,1361.1,416.25,190.0,867.5
2019-10-22,2.78,25416.0,84.384,976.0,83.6,1.04,11.6,240000.0,95760.0,3.47,112200.0,1040.0,40.935,2.8,224.8,287.75,9.01,179.5,26.997,1324.08,60336.0,26.74,9.04,421.888,15750.0,47407.4,13.523,8.99,1411.8,321.975,188.0,822.5
2019-10-23,2.78,25920.0,90.72,1000.0,78.0,1.0274,11.4,231000.0,85680.0,3.51,115500.0,1050.4,40.745,2.78,230.4,237.45,9.2,184.0,27.867,1543.21,59832.0,25.72,9.096,406.976,14910.0,48156.4,13.777,8.88,1415.7,324.7,184.0,832.5
2019-10-24,2.72,25898.4,87.84,988.0,77.6,1.02,11.3,261750.0,84483.0,3.0,123220.0,1040.0,40.987,2.74,233.6,185.05,9.05,186.0,28.2,1423.22,59040.0,23.49,8.968,409.664,14280.0,47919.8,13.132,8.63,1398.15,294.325,143.5,845.0
2019-10-25,2.75,24400.8,86.4,914.0,74.232,0.99,11.1,277230.0,85919.4,3.25,133100.0,1010.2,41.481,2.75,262.4,105.0,9.15,187.0,27.9,1320.52,57960.0,22.64,9.084,405.632,14790.0,46439.0,13.288,8.9,1396.2,266.275,142.0,800.0
2019-10-28,2.81,24084.0,90.4896,866.0,71.2,0.945,11.4,294000.0,85680.0,3.19,125400.0,901.8,41.704,2.86,256.0,95.0,9.39,197.5,26.559,1425.6,59028.0,24.0,9.35,410.368,14760.0,46446.4,13.767,8.94,1462.5,255.0,142.5,760.0
2019-10-29,2.9,24120.0,88.704,850.0,69.2,0.9542,11.1,254970.0,82265.4,3.34,124300.0,934.6,41.481,2.73,241.6,85.05,9.65,174.0,26.22,1368.58,56160.0,26.5,9.2,383.936,15000.0,46126.1,13.717,8.84,1476.15,202.5,145.0,732.5
2019-10-30,2.78,24631.2,83.9376,846.0,66.64,0.9861,11.2,253485.0,82290.6,3.175,118800.0,918.0,41.234,2.66,223.92,80.0,9.43,189.5,26.085,1411.99,56088.0,25.73,8.936,388.48,14430.0,46626.2,13.278,8.95,1454.7,203.288,134.0,705.0
2019-10-31,2.72,25920.0,75.312,852.0,66.4,0.96,11.7,272400.0,82807.2,3.57,115500.0,1000.0,40.251,2.8,223.2,81.05,10.04,181.5,25.2,1337.15,55800.0,28.0,8.798,394.88,13950.0,48765.0,13.117,8.91,1405.95,197.475,133.0,632.5
2019-11-01,2.78,28584.0,78.9552,850.0,68.8,0.98,12.4,260700.0,89712.0,3.45,118800.0,961.6,41.481,2.95,236.0,82.5,10.37,194.5,25.5,1368.04,56145.0,28.4,9.386,384.0,14280.0,52532.5,13.357,9.0,1446.9,198.788,143.0,685.0
2019-11-04,2.76,30880.8,73.4544,838.0,68.0,0.967,13.7,258000.0,98305.2,3.695,116600.0,975.8,41.481,2.78,230.4,83.0,10.97,188.5,25.5,1306.8,53958.0,27.13,12.2,416.0,14520.0,56376.3,13.762,8.97,1575.6,200.125,140.0,692.5
2019-11-05,2.71,30096.0,75.2544,846.0,67.2,0.97,13.6,256140.0,99540.0,3.27,119060.0,980.0,41.481,2.75,224.8,85.0,10.93,185.5,25.8,1366.2,50415.0,25.16,11.284,406.4,13950.0,56056.0,13.924,5.46,1571.7,188.062,135.5,627.5
2019-11-06,2.55,29397.6,73.728,798.0,68.8,0.9301,13.4,240000.0,93492.0,3.3022,118800.0,960.2,41.481,2.515,240.8,83.6,10.85,192.0,25.977,1348.38,49767.0,25.48,11.268,390.4,12900.0,49974.9,13.561,5.1,1560.0,190.65,131.0,615.0
2019-11-07,2.57,28800.0,78.912,810.0,66.0,0.93,13.5,231000.0,87494.4,3.2023,122650.0,913.0,40.251,2.5,242.4,81.0,10.89,185.5,25.7232,1384.67,51336.0,25.15,10.4,396.8,12390.0,55095.0,13.884,4.9,1604.85,172.538,141.0,782.5
2019-11-08,2.47,28519.2,79.2144,798.0,68.0,0.95,13.4,228150.0,81900.0,3.33,120940.0,910.0,41.481,2.74,228.8,76.45,11.02,205.5,26.409,1544.4,49263.0,26.19,11.302,384.192,13260.0,55095.0,14.92,4.88,1507.35,174.975,142.5,772.5
2019-11-11,2.45,26791.2,77.76,778.0,70.0,0.9197,13.0,231000.0,83651.4,3.26,118800.0,900.0,47.369,2.58,230.4,78.5,11.11,197.5,25.5,1900.8,47391.0,25.91,10.304,395.136,13252.8,55095.0,14.509,4.73,1511.25,157.5,142.5,720.0
2019-11-12,2.35,28080.0,73.152,790.0,75.996,0.9049,12.0,205800.0,81900.0,3.48,117150.0,860.4,45.897,2.51,213.6,76.25,11.35,183.5,24.75,1722.06,45792.0,26.28,10.682,384.0,13110.0,54454.4,14.821,4.85,1517.1,147.6,136.5,682.5
2019-11-13,2.39,27693.6,83.9808,748.0,68.0,0.88,11.5,228720.0,76860.0,3.2196,111340.0,866.6,45.65,2.45,224.784,76.75,11.375,185.5,24.6,1632.96,45360.0,26.0,10.0,409.536,12030.0,52916.9,14.007,4.42,1476.15,135.375,134.5,650.0
2019-11-14,2.4,26834.4,74.1744,714.0,62.4,0.9,6.27,223050.0,97599.6,3.65,109740.0,780.0,46.13,2.75,224.0,83.25,11.6,180.5,23.073,1451.74,45360.0,25.5,10.202,384.0,11130.0,50930.9,13.904,4.59,1507.35,112.5,137.5,745.0
2019-11-15,2.48,28080.0,76.2912,700.0,66.0,0.884,6.443,217740.0,99640.8,3.4905,105570.0,805.5,45.408,2.95,226.4,73.75,11.48,184.5,24.57,1129.25,42135.0,25.1,10.022,397.44,10725.6,51251.2,14.03,4.51,1544.4,131.288,137.0,685.0
2019-11-18,2.4,35805.6,73.44,642.0,64.0,0.9732,7.28,216000.0,100800.0,3.65,92400.0,773.6,44.914,3.13,220.0,67.05,11.45,179.5,23.4,824.472,39600.0,24.95,8.55,394.88,9810.0,45268.6,14.011,4.16,1534.65,127.5,131.5,647.5
2019-11-19,2.41,32320.8,74.088,586.0,62.464,0.935,7.615,220230.0,99552.6,3.5601,89100.0,1240.0,45.408,3.25,240.0,55.55,11.5,184.5,23.4,790.02,38595.0,26.25,8.562,401.6,9060.0,44204.2,14.275,4.12,1587.3,148.875,129.5,645.0
2019-11-20,2.42,30967.2,79.2,576.0,62.0,0.93,7.24,233610.0,90959.4,3.5,104500.0,700.0,45.161,3.01,257.6,56.25,11.8,193.0,22.965,680.13,39354.0,27.72,8.332,396.8,10500.0,43563.5,13.826,4.175,1591.2,113.138,133.5,627.5
2019-11-21,2.4,35312.4,73.44,700.0,59.6,0.92503,6.903,225660.0,89460.0,3.55,101800.0,604.4,46.88,2.88,270.4,55.4,11.95,200.5,23.622,769.23,40233.0,28.91,9.0,428.48,10590.0,43051.0,13.894,4.23,1626.3,61.425,132.5,662.5
2019-11-22,2.31,36936.0,61.2,678.0,59.048,0.9099,6.996,222000.0,89751.0,3.36,103520.0,600.0,47.616,3.01,290.4,57.5,11.92,205.5,24.003,801.9,41904.0,29.0,9.4,384.0,10796.7,44524.5,14.275,4.22,1677.0,57.8625,137.5,685.0
2019-11-25,2.46,38901.6,66.24,634.0,59.6,0.9246,7.244,220500.0,85806.0,3.22,99300.0,542.4,47.863,2.91,306.4,57.25,12.2,205.0,24.3,772.2,42600.0,29.48,10.1,368.0,10770.0,43588.2,15.095,4.22,1610.7,52.5,128.5,645.0
2019-11-26,2.37,38354.4,66.2616,652.0,58.0,0.88,7.1,236250.0,81455.4,3.19,97020.0,574.4,48.599,2.93,286.4,56.25,12.16,206.5,25.2,784.08,36300.0,30.35,9.398,364.8,11160.0,42518.8,14.997,4.03,1483.95,44.625,127.5,670.0
2019-11-27,2.36,37872.0,90.9072,654.0,59.2,0.8884,6.811,292830.0,85768.2,3.26,95370.0,553.8,48.11,2.9,328.0,54.5,12.16,206.0,25.8,813.78,39060.0,31.0,9.242,366.72,12000.0,43556.2,14.803,4.27,1480.05,59.7375,125.0,685.0
2019-11-29,2.4,39600.0,79.128,630.0,58.4,0.8901,7.2,285000.0,83160.0,3.25,93500.0,540.0,47.863,2.9,343.2,55.4,12.02,208.5,25.2318,849.42,46200.0,32.17,9.602,358.528,12000.0,40510.6,14.568,4.32,1483.95,70.5,125.5,687.5
2019-12-02,2.36,37767.6,71.28,616.0,56.4,1.0249,7.384,260970.0,90291.6,3.31,96790.0,570.0,47.592,2.92,322.4,66.5,11.87,207.0,25.08,844.668,38331.0,33.22,10.0,359.808,12270.0,43371.4,14.265,4.28,1503.45,110.212,121.0,715.0
2019-12-03,2.36,36720.0,68.4,600.0,55.6,1.03,7.7,260970.0,93240.0,3.99,94588.8,581.6,46.633,3.07,287.2,94.0,12.065,203.5,24.645,980.1,36780.0,34.46,9.59,390.4,12235.4,42602.6,13.952,4.54,1493.7,127.5,118.0,692.5
2019-12-04,3.03,38815.2,79.2,604.0,55.6,1.02,8.0,255000.0,94903.2,3.96,95160.0,564.0,47.369,2.99,283.2,142.0,12.3,206.0,25.251,862.488,33297.0,47.18,9.158,400.512,12000.0,39783.8,14.381,4.5,1513.2,118.613,121.5,700.0
2019-12-05,2.91,38124.0,100.8,598.0,56.244,0.99,7.862,238650.0,94890.6,4.1135,101200.0,594.0,46.633,2.99,296.8,139.0,12.33,199.5,25.197,871.992,18960.0,42.0,9.59,380.8,12510.0,39719.7,14.553,4.54,1170.0,109.538,119.5,755.0
2019-12-06,2.65,42840.0,93.9888,600.0,54.8,0.99,7.954,225000.0,96327.0,3.84,97940.0,578.2,47.127,2.94,284.0,136.25,12.48,200.0,24.735,861.3,18060.0,40.01,9.914,397.76,12000.0,38894.2,14.714,4.59,1210.95,131.25,121.5,718.75
2019-12-09,2.48,54000.0,89.28,612.0,54.4,0.99,7.9814,201720.0,101430.0,4.05,97680.0,559.8,47.863,2.85,284.0,134.7,12.33,204.5,25.2,920.7,17640.0,41.77,9.604,400.0,12120.0,36861.4,14.764,4.63,1234.35,126.6,121.25,727.5
2019-12-10,2.37,53280.0,82.2024,592.0,52.8,1.0,8.2,205290.0,96982.2,4.75,100650.0,540.0,49.088,2.9,275.2,122.05,12.45,202.0,23.4,950.4,17820.0,39.95,10.2,416.0,11970.0,37157.1,14.441,4.52,1236.3,121.238,120.0,722.5
2019-12-11,2.36,44222.4,82.5552,586.02,53.2,0.98,8.291,199050.0,93240.0,4.75,99660.0,494.8,50.318,2.91,273.6,126.0,12.39,210.0,23.2626,851.202,19320.0,34.04,10.152,409.6,11400.0,37797.8,14.371,4.49,1183.65,110.062,118.5,715.0
2019-12-12,2.44,44870.4,81.2016,586.0,51.2,0.985,8.272,193335.0,99363.6,4.75,115500.0,500.6,48.599,2.86,267.2,121.0,12.62,237.0,23.763,914.76,18660.0,33.57,9.998,393.6,11010.0,36516.5,14.509,4.47,1222.65,102.075,118.5,702.5
2019-12-13,2.44,45079.2,83.7378,560.0,53.6,1.0,8.0831,176880.0,97297.2,5.0,127600.0,539.8,49.088,2.81,264.0,111.35,12.79,240.5,24.3,802.494,17940.0,34.14,9.852,378.944,12249.0,34799.0,14.451,4.29,1197.3,108.712,115.0,707.5
2019-12-16,2.49,41760.0,79.776,522.0,50.8,1.0649,7.7,165600.0,104580.0,4.83,129800.0,560.0,50.56,2.87,259.2,97.0,12.94,235.0,24.0,772.794,18180.0,40.0,10.346,406.4,13710.0,35363.4,14.608,4.4,1171.95,116.25,128.0,718.75
2019-12-17,2.39,39751.2,84.528,546.0,50.8,1.05,8.001,186540.0,113400.0,4.87,132000.0,540.0,49.088,3.0,264.8,117.65,13.01,204.0,22.986,778.734,17940.0,41.93,9.8,406.912,12450.0,35491.4,14.847,4.44,1226.55,121.35,125.0,773.75
2019-12-18,2.43,41292.0,79.2432,656.0,46.4,1.013,8.4,180660.0,119826.0,4.51,126080.0,519.8,47.493,2.96,264.8,110.0,13.16,198.25,23.802,843.48,18360.0,43.33,10.6,377.664,12420.0,35439.7,14.765,4.5,1216.8,111.225,115.75,810.0
2019-12-19,2.41,41760.0,78.84,658.0,46.4,0.98,8.546,180330.0,125370.0,4.54,122100.0,516.0,46.144,2.93,297.6,107.5,13.51,202.0,23.994,801.9,18360.0,43.47,11.3,379.456,11941.5,36363.7,15.235,4.5,1343.55,115.538,116.0,812.5
2019-12-20,2.45,37915.2,74.88,652.0,46.0,0.9801,8.9,174000.0,142380.0,4.69,119900.0,485.0,46.88,2.86,308.8,135.0,13.66,201.0,24.87,861.3,18240.0,42.95,12.552,768.0,12240.0,36516.5,15.098,4.49,1353.3,116.25,114.0,842.5
2019-12-23,2.51,38952.0,75.6,620.0,43.6,0.9651,9.6,174000.0,127260.0,4.38,114420.0,523.4,51.79,2.86,300.0,122.5,13.92,197.5,24.6,885.06,18907.2,42.36,12.112,729.6,11970.0,35883.2,15.303,4.49,1382.55,114.45,119.0,880.0
2019-12-24,2.53,38880.0,73.44,598.0,42.8,0.9512,10.1,181530.0,128520.0,4.28,113390.0,481.0,52.032,3.05,295.2,119.0,14.0,196.5,24.57,849.064,19162.2,40.64,11.56,697.6,11700.0,37164.5,15.352,4.5,1400.1,111.0,122.5,865.0
2019-12-26,2.79,40320.0,76.32,596.0,42.0,0.9302,11.0,165000.0,133560.0,3.92,122100.0,520.0,50.807,3.02,315.2,115.75,13.97,189.0,24.2652,892.123,19260.0,39.22,12.058,595.2,11700.0,37093.0,15.322,4.44,1390.35,117.375,123.0,865.0
2019-12-27,2.54,40320.0,70.5888,600.0,44.0,0.9274,11.0,177000.0,139860.0,4.03,120450.0,545.6,55.555,2.94,305.6,116.2,13.47,186.5,23.7,870.804,19260.0,39.12,12.4,595.136,11792.4,36523.8,15.431,4.5,1339.65,155.25,120.5,805.0
2019-12-30,2.36,51840.0,73.0008,600.0,44.6,0.9151,11.261,171600.0,132300.0,4.19,126500.0,595.86,53.181,2.97,317.6,124.05,13.34,181.5,24.285,976.446,18930.0,39.15,11.6,560.896,11700.0,37938.2,15.822,4.48,1316.25,179.7,119.0,762.5
2019-12-31,2.59,48240.0,72.0,590.0,44.4,0.8952,11.2,183000.0,131040.0,3.38,122870.0,640.0,51.757,3.05,358.4,124.5,13.31,184.5,23.253,1015.74,19200.0,39.0,11.46,563.2,11340.0,37797.8,15.392,4.49,1314.3,143.625,121.0,760.0
2020-01-02,2.87,48178.8,72.8298,620.0,46.0,0.9103,10.597,189000.0,129780.0,4.09,119900.0,620.4,52.231,3.05,345.6,148.0,13.26,192.0,24.906,1128.06,20167.8,39.1,11.902,598.784,10950.0,37157.1,14.715,4.49,1378.65,156.338,122.0,767.5
2020-01-03,2.65,45835.2,73.44,644.0,44.0,0.911,16.1,180600.0,126000.0,4.4,115510.0,562.2,51.757,3.05,331.2,156.3,13.18,191.5,25.5,1136.38,20820.0,38.47,12.102,547.52,11460.0,37164.5,14.832,4.5,1394.25,182.513,115.5,767.5
2020-01-06,2.96,48600.0,74.52,682.0,47.2,0.911,18.7,185640.0,132300.0,4.38,104770.0,604.0,54.606,3.04,316.8,138.5,14.01,242.0,24.09,1246.21,19801.8,38.32,12.974,582.336,11040.0,37669.6,15.078,4.42,1390.35,174.3,117.0,802.5
2020-01-07,2.9,50392.8,73.6182,658.0,49.8,0.9308,16.8,180150.0,166320.0,4.41,106700.0,840.0,57.454,3.04,328.8,130.0,13.34,215.5,24.0984,1140.48,19740.0,37.66,13.0,563.2,11310.0,37477.4,15.308,4.32,1470.3,170.4,113.0,822.5
2020-01-08,2.85,52020.0,84.9024,660.0,47.2,0.9152,17.6,187950.0,151200.0,4.52,101430.0,706.6,60.303,3.2,338.4,139.25,13.15,235.5,25.509,1090.04,21060.0,38.16,12.102,563.2,11070.0,39823.2,15.734,4.3,1457.56,163.162,115.5,847.5
2020-01-09,2.88,54720.0,80.5392,634.0,50.4,0.9153,19.5,186870.0,178920.0,4.47,103910.0,680.0,65.527,3.14,341.6,132.319,13.05,236.0,26.5236,1395.9,21120.0,38.44,13.122,569.6,11040.0,43556.2,15.009,4.21,1487.85,171.788,115.0,866.25
2020-01-10,2.99,65880.0,77.1714,636.0,48.8,1.1777,18.4,192000.0,216720.0,4.39,119900.0,760.4,66.951,3.14,346.4,134.75,12.66,266.25,27.6318,1253.34,20580.0,38.42,16.398,561.92,11340.0,40232.2,14.892,4.26,1579.5,165.0,117.0,857.5
2020-01-13,3.1,57571.2,75.8448,616.0,48.0,1.2,17.0,176700.0,212940.0,4.5898,132000.0,768.6,67.492,3.14,360.0,114.5,12.53,271.0,26.4,1087.02,21900.0,37.91,15.558,550.848,9420.0,42168.9,15.362,4.22,1585.35,170.438,118.5,892.5
2020-01-14,2.96,53280.0,79.2,608.0,48.404,1.11,16.7,166500.0,170100.0,4.66,126500.0,706.4,65.052,3.17,379.2,112.8,12.95,263.5,24.297,1160.14,21180.0,38.35,16.104,542.08,9690.0,41641.6,15.196,4.16,1591.2,166.688,122.5,915.0
2020-01-15,3.02,52567.2,74.8944,640.0,53.2,1.06,16.0,159150.0,153720.0,4.51,116600.0,682.0,62.203,3.14,380.0,111.5,12.77,274.5,23.7,1024.92,20342.4,38.78,16.39,627.072,9180.0,39079.0,15.92,4.16,1563.9,163.125,127.5,902.5
2020-01-16,3.17,52488.0,83.52,616.0,54.0,1.06,15.6,162000.0,144900.0,4.61,119900.0,720.0,61.253,3.23,393.6,121.0,12.71,284.0,23.4,1064.88,21000.0,40.61,15.95,652.8,9090.0,39719.7,16.43,4.35,1602.9,161.138,119.0,882.5
2020-01-17,3.3,57600.0,93.672,630.0,61.2,1.0899,17.8,148500.0,146160.0,4.62,113300.0,720.0,59.829,3.16,378.4,117.45,12.6,326.0,23.178,1107.0,20700.0,41.07,16.1,614.4,8640.0,41961.9,16.047,4.39,1532.7,153.75,115.5,822.5
2020-01-21,3.17,56152.8,89.2656,618.0,63.2,1.15,18.7,145500.0,138600.0,4.41,104500.0,2300.0,57.454,3.11,368.8,160.0,12.53,321.0,23.3232,1031.4,20970.0,40.28,16.04,598.464,9150.0,44665.0,15.264,4.35,1538.55,153.75,140.5,835.0
2020-01-22,3.06,54979.2,87.84,690.0,62.792,1.13,17.9,140880.0,139810.0,4.14,102300.0,3780.0,58.879,3.0,366.4,145.0,12.63,338.0,24.6,1055.16,20820.0,40.3,16.062,621.44,9120.0,44844.8,15.528,4.29,1563.9,140.212,135.0,777.5
2020-01-23,2.99,56152.8,90.0,696.0,57.6,2.03,20.0,135000.0,136143.0,4.28,102300.0,2800.0,58.404,2.98,363.2,153.4,12.83,361.5,25.17,1041.12,20760.0,40.66,15.722,626.56,8580.0,46747.0,15.152,4.27,1655.55,153.0,128.0,787.5
2020-01-24,2.92,54900.0,86.544,660.0,52.8,1.88,19.0,120300.0,132300.0,5.1,99550.0,2560.0,58.879,3.0,336.8,139.5,12.37,362.5,24.54,995.76,19200.0,43.3,15.284,608.0,8190.0,43551.2,14.22,4.19,1614.6,142.35,124.0,772.5
2020-01-27,2.93,55440.0,90.72,630.0,50.8,3.43,18.3,115350.0,128520.0,5.05,94600.0,2440.0,56.98,3.09,332.0,140.0,12.18,362.75,24.0,1020.6,17580.0,44.53,14.4,575.36,8190.0,41008.3,13.472,3.97,1567.8,145.875,125.5,770.0
2020-01-28,2.98,51840.0,92.9376,630.0,52.4,2.59,17.8,117030.0,129780.0,5.0,93478.0,2560.0,57.454,3.04,352.0,131.0,12.38,357.5,24.3,993.6,17760.0,46.94,14.594,563.2,7320.0,40360.3,13.217,3.81,1665.3,144.487,126.0,750.0
2020-01-29,2.97,53013.6,113.76,660.0,50.0,2.89,19.1,117330.0,128520.0,4.99,92642.0,3160.0,56.267,3.0,356.0,122.0,12.3,325.5,24.6,982.8,17818.2,46.2,14.404,544.192,8789.4,41772.2,12.795,3.91,1649.7,140.212,122.5,735.0
2020-01-30,2.89,50400.0,123.32,750.0,47.2,2.7,18.7,124500.0,114509.0,4.77,91730.8,3360.0,59.354,2.99,371.2,146.5,12.17,311.0,25.2,955.836,17400.0,46.86,14.302,505.6,7950.0,40993.6,12.462,3.88,1649.7,134.25,118.5,690.0
2020-01-31,2.86,46980.0,117.432,728.0,45.6,3.26,19.1,119010.0,119133.0,4.57,88000.0,3620.0,57.929,2.97,374.4,137.5,12.08,298.0,24.885,994.68,17940.0,44.35,13.564,448.064,7500.0,41013.3,11.893,3.63,1548.3,127.875,112.5,802.5
2020-02-03,3.28,47520.0,144.0,704.0,44.0,3.0,18.3,113430.0,131040.0,4.49,87670.0,3360.0,57.929,3.0,360.0,136.0,12.5,324.5,24.0,943.254,18360.0,40.07,13.614,467.2,7170.0,39079.0,12.335,3.73,1536.6,118.125,112.75,782.5
2020-02-04,3.58,52200.0,125.28,730.0,44.0,2.73,18.7,109350.0,133560.0,4.3,88712.8,2980.0,57.929,2.96,349.504,219.9,12.6,332.0,28.2,1026.0,18180.0,41.79,13.264,473.6,6990.0,37477.4,12.688,3.62,1526.85,140.588,115.5,767.5
2020-02-05,3.78,51480.0,125.294,708.0,44.0,2.59,19.2,112560.0,127260.0,4.77,91520.0,2860.0,56.98,2.96,346.4,173.15,12.43,313.0,27.6,891.0,19440.0,40.92,14.604,499.2,6660.0,37169.4,13.324,3.68,1505.4,154.912,128.5,772.5
2020-02-06,4.15,51681.6,118.08,720.0,48.4,3.08,18.9,118500.0,126000.0,4.7,95640.0,2660.0,58.879,2.97,360.0,181.5,12.51,343.5,27.891,864.011,21660.0,41.99,14.628,473.6,5970.0,37292.6,13.217,3.51,1443.0,163.65,121.0,762.5
2020-02-07,3.99,51789.6,121.406,740.0,47.4,3.0,17.8,118110.0,124740.0,4.81,90200.0,2360.0,58.642,2.81,348.0,186.75,12.215,328.0,27.891,804.6,21240.0,42.7,14.826,473.664,2504.7,37935.8,12.706,3.32,1366.95,183.75,117.0,760.0
2020-02-10,4.0,50371.2,121.68,736.0,44.8,3.96,18.6,120111.0,119045.0,4.82,89748.8,2480.0,57.454,2.82,353.6,181.55,12.35,326.75,26.1,720.36,18960.0,42.52,14.352,483.2,2580.0,35895.5,12.688,3.28,1345.5,225.0,122.5,800.0
2020-02-11,4.25,51840.0,123.84,740.0,44.4,3.26,21.3,118770.0,118667.0,4.95,88880.0,3220.0,57.454,2.76,356.0,174.0,12.18,319.75,25.8528,307.8,19080.0,41.97,13.6022,524.8,2507.7,34266.9,12.873,3.42,1302.6,191.625,129.5,837.5
2020-02-12,4.645,53280.0,124.637,740.0,44.4,3.13,20.4,120930.0,117659.0,4.96,86900.0,3620.0,56.98,2.76,352.8,167.0,12.46,313.5,26.4,328.32,18840.0,41.51,13.882,519.104,2505.9,34274.2,13.001,3.23,1372.8,202.5,125.0,847.5
2020-02-13,4.97,53280.0,106.301,730.0,44.0,3.37,20.1,121080.0,114773.0,4.98,86900.0,5480.0,58.404,2.77,355.2,188.25,13.07,331.0,24.96,325.08,19080.0,43.67,14.2,486.336,2670.0,35868.5,12.991,3.25,1322.1,206.25,122.0,890.0
2020-02-14,5.0,53272.8,103.68,730.0,44.8,3.32,21.5,123030.0,116550.0,4.97,81400.0,8560.0,57.454,2.6,345.6,172.0,12.06,325.0,27.0648,326.16,18671.4,44.7,14.2,524.8,2655.0,38650.3,13.069,3.4,1546.35,198.75,124.0,830.0
2020-02-18,5.81,51372.0,100.829,716.0,46.4,2.92,23.0,120300.0,122220.0,5.055,80032.0,9800.0,60.778,2.6,341.6,165.0,12.1,327.5,26.4384,351.0,19200.0,44.96,13.7,567.936,2700.0,36780.2,13.207,3.27,1803.75,185.625,121.0,840.0
2020-02-19,5.34,52524.0,109.987,720.0,50.8,3.01,29.0,118200.0,122094.0,5.03,79352.0,7800.0,59.354,2.65,353.6,149.5,11.925,329.5,26.793,347.76,19920.0,46.13,14.0,547.2,2879.52,38118.1,13.648,3.31,1792.05,200.588,120.0,872.5
2020-02-20,5.16,49248.0,112.32,718.0,47.6,3.05,27.1,125520.0,118264.0,5.08,81939.2,8760.0,58.404,2.64,355.2,172.5,12.01,326.5,26.4,359.64,20640.0,49.99,14.204,526.272,3120.0,39079.0,13.608,3.25,1778.4,204.15,107.5,935.0
2020-02-21,5.09,51174.0,110.079,720.0,46.4,3.05,26.0,123000.0,114484.0,5.13,81268.0,10660.0,59.829,2.62,347.184,149.5,11.63,325.0,26.721,340.2,20550.0,48.32,14.35,508.48,2844.3,38278.2,13.294,3.27,1751.1,198.75,103.0,917.5
2020-02-24,4.72,50184.0,110.347,700.0,44.908,3.93,25.7,122970.0,103622.0,5.5,75911.2,12060.0,57.454,2.55,340.0,155.0,11.275,317.0,24.903,315.36,18960.0,47.21,14.06,477.568,2736.3,35888.2,12.1,3.17,1834.95,193.575,95.0,875.0
2020-02-25,4.385,48254.4,109.44,693.0,44.8,4.315,23.7,115650.0,105878.0,5.36,76395.2,12460.0,56.03,2.58,333.6,155.0,11.06,306.0,23.781,304.56,17400.0,48.5,12.592,471.616,2472.78,35254.9,11.766,3.04,1682.85,183.75,92.5,887.5
2020-02-26,4.09,44096.4,99.36,676.0,45.024,8.9,26.9,101880.0,102690.0,5.31,76988.8,9560.0,55.555,2.96,314.4,167.0,11.07,302.0,24.9,306.72,18180.6,50.12,11.8,467.2,2603.4,34922.2,11.826,2.98,1692.6,180.0,89.0,892.5
2020-02-27,3.81,39110.4,92.6496,640.0,44.0,15.96,26.2,93600.0,94500.0,5.09,69850.0,9360.0,55.555,3.29,301.6,432.5,11.9,293.0,24.3,315.025,16320.0,49.24,10.98,409.728,2608.8,34922.2,12.256,2.95,1499.55,176.25,83.0,780.0
2020-02-28,3.81,38174.4,90.288,598.0,44.0,13.23,24.1,90000.0,103685.0,4.81,67396.8,8210.0,53.418,3.24,312.0,1225.0,12.04,267.5,25.8,316.44,16680.6,48.78,11.694,441.6,2655.0,24972.6,11.659,2.895,1499.55,161.175,84.5,752.5
