Date,ADTX.US,BGMS.US,BKYI.US,BLNE.US,BOXL.US,CODX.US,CYPH.US,DVLT.US,ENTO.US,EQ.US,FRGT.US,GNPX.US,GREE.US,HBIO.US,HYPD.US,IBIO.US,IRWD.US,KALA.US,LMFA.US,PHIO.US,QCLS.US,RLMD.US,RNTX.US,SBLX.US,SLRX.US,SONN.US,SSP.US,STIM.US,TPST.US,TRAW.US
2024-08-07,1457700.0,356.4,1.41,8.241,2.5515,1.07,2.01,1.82,1.869,0.734,17.8,72.0,1.95,2.79,75.192,1.89,6.01,6.14,2.88,2.74,183.0,3.24,2.1,12.3472,35.4,5.9208,2.97,1.87,18.2,8.97
2024-08-08,1412500.0,348.0,1.37,7.743,2.446,1.02,2.2,1.84,0.7131,0.711,18.04,71.0,2.07,3.12,70.56,1.81,4.05,5.75,3.37,2.63,180.0,2.3,2.0,12.0,30.9,5.9208,2.96,1.87,17.42,8.81128
2024-08-09,1389900.0,340.8,1.41,7.58001,2.47,1.12,2.465,1.79,0.7131,0.7,18.0,71.0,2.02,2.91,68.8,1.56,4.24,5.85,3.37,2.44,175.0,2.3,1.96,12.3184,34.5,5.92,2.37,1.78,14.95,8.82475
2024-08-12,1231700.0,329.52,1.37,7.551,2.45,1.15,2.38,1.7,0.849,0.72,17.8,63.0,1.87,2.95,70.24,1.58,4.24,5.905,3.21,2.695,175.0,2.3,1.93,12.48,32.7,5.92,2.12,0.745,12.441,9.125
2024-08-13,1254300.0,329.688,1.42,7.50858,2.4305,1.17,2.58,1.71,0.8697,0.729951,18.28,42.51,1.9,2.89,63.864,1.95,4.49,5.99,3.06,2.62,184.0,2.54,2.06,11.6016,29.4,5.63041,2.145,0.7387,14.3,9.2475
2024-08-14,1254300.0,348.0,1.3962,7.2,2.36025,1.21,2.46,1.69,0.855,0.799,18.12,36.51,1.83,2.81,61.104,1.85,4.34,6.065,2.83,2.62,180.0,2.57,1.85,11.552,29.4,5.72,2.05,0.8299,15.47,8.5775
2024-08-15,1265600.0,316.8,1.2499,7.294,2.368,1.24,2.46,1.7,0.8937,0.8099,19.0,32.595,1.69,2.86,62.832,1.85,4.45,6.28,2.93,2.58,181.0,2.57,1.65,12.576,30.15,6.48,2.1,0.9653,20.15,9.0
2024-08-16,1310800.0,304.8,1.2999,6.91,2.296,1.365,2.49,1.69,0.906,0.7851,20.16,32.4,1.84,2.95,66.4,1.76,4.32,6.11,3.0,2.98,180.0,2.5,1.89,12.0016,28.5,5.26,2.12,1.12,18.72,9.6025
2024-08-19,1288200.0,292.8,1.25,7.01,2.262,1.72,2.55,1.72,0.8922,0.7801,20.49,32.0,1.91,2.96,65.584,2.06,4.76,6.28,2.95,3.1,185.0,2.89,2.15,12.7392,28.5015,5.372,2.29,1.01,18.85,9.6275
2024-08-20,1073500.0,292.8,1.24,6.91,2.2795,1.44,2.92,1.7,0.96,0.8264,20.87,33.0,1.95,2.84,54.416,2.06,4.77,6.22,2.85,3.0761,202.0,2.7,2.4,13.2272,30.3,5.76,2.13,1.02,18.98,9.0
2024-08-21,1118700.0,292.8,1.2597,9.42,2.2635,1.57,2.82,1.8,1.26,0.8227,20.81,35.25,2.21,2.92,37.2,2.06,5.0,6.01,3.03,3.08,179.0,2.8,2.56,13.44,29.4,5.72,2.12,0.9926,19.24,9.15
2024-08-22,1073500.0,288.0,1.3681,8.34,2.327,1.55,2.74,1.745,1.1682,0.94,20.0,35.01,2.03,2.84,43.704,2.005,4.69,6.0,3.06,3.06,202.0,2.8,2.5,13.5856,27.9,5.6096,2.02,0.9743,18.98,8.875
2024-08-23,1014288.0,292.776,1.3499,8.064,2.263,1.75,2.72,1.71,1.2357,1.0897,20.58,35.69,2.18,2.99,46.56,2.03,4.98,6.01,3.22,3.25,195.0,2.77,2.32,12.9104,27.9,6.0008,2.16,0.965,18.46,9.25
2024-08-26,895638.0,290.4,1.3239,7.999,2.3115,1.58,2.8,1.67,1.293,1.125,19.97,35.12,2.19,3.25,42.432,1.982,5.04,6.13,2.94,3.19,190.0,2.8,2.45,13.28,27.3,6.156,2.21,0.947,18.46,9.18
2024-08-27,844110.0,278.4,1.35,9.20001,2.2495,1.51,2.96,1.57,1.305,1.04,19.51,35.12,2.04,3.02,45.608,1.92,4.9,6.06,2.82,3.18,189.0,2.72,2.42,12.9696,25.65,6.08,2.05,0.9193,17.42,9.5025
2024-08-28,708397.0,266.4,1.36,8.284,2.1945,1.57,2.87,1.46,1.26033,1.02,18.25,34.765,1.9,2.98,41.32,1.92,4.75,5.9,2.64,2.85,178.0,2.59,2.37,13.4048,24.3,5.82,2.05,0.8782,17.42,8.75
2024-08-29,654270.0,249.6,1.27,7.922,2.2185,1.42,2.83,1.325,1.25115,1.08,18.74,33.575,1.97,2.93,42.816,1.87,5.11,5.89,2.68,2.64,177.0,2.64,2.35,13.528,25.8,5.68,2.11,0.8499,17.55,9.1275
2024-08-30,725573.0,252.48,1.33,8.542,2.1755,1.39,2.9,1.26,1.2303,1.07,19.09,34.2425,1.9,2.88,44.008,1.97,5.06,5.8501,2.8,2.72,169.0,2.8,2.52,13.5184,24.9,5.768,1.97,0.8831,16.77,9.2625
2024-09-03,678000.0,254.4,1.23,8.0,2.21,1.31,2.86,1.36,1.26,0.971,17.78,33.5,1.765,2.71,41.824,1.88,4.98,5.89,2.53,2.64,166.34,2.74,2.7,13.92,22.5,6.484,1.87,0.865,15.34,9.15
2024-09-04,544547.0,254.4,1.2,7.60101,2.223,1.25,2.91,3.06,1.2456,0.9749,17.29,26.9,1.6989,2.75,43.136,1.84,4.96,6.02,2.5,2.6,165.5,2.55,2.79,13.36,22.65,7.1712,1.83,0.8224,15.47,9.1275
2024-09-05,496070.0,252.0,1.21,14.4,2.225,1.335,2.92,2.56,1.2129,0.98,17.9,24.95,1.685,2.73,41.024,1.8301,4.66,5.85,2.4,2.63,171.0,2.42,2.89,13.28,23.25,6.84,1.84,0.7831,16.25,8.85
2024-09-06,526015.0,254.4,1.12,14.2,2.28,1.34,2.81,2.16,1.185,0.926,16.51,23.505,1.695,2.71,39.52,1.78,4.51,6.0,2.39,2.61,163.0,2.4,2.8,13.44,22.35,6.972,1.78,0.775,16.12,9.05
2024-09-09,537880.0,264.0,1.015,11.3,2.331,1.28,2.82,2.21,1.2,0.8944,16.07,23.25,1.89,2.68,45.192,1.88,3.98,5.95,2.5,2.77,166.0,2.79,2.75,12.936,22.65,6.9336,1.74,0.78,16.64,8.5
2024-09-10,560480.0,254.4,2.0,10.4,2.3485,1.27,2.822,2.4,1.2414,0.8824,14.66,22.805,1.97,2.86,46.816,1.81,4.08,5.91,2.53,2.92,156.0,2.81,2.74,12.696,21.9,6.6408,1.76,0.78,17.16,8.4
2024-09-11,551440.0,261.6,2.31,8.35,2.3245,1.26,2.77,2.15,1.32,0.8595,13.0,23.995,1.87,2.83,45.04,1.9,4.35,6.02,2.32,2.79,150.77,3.02,2.88,12.64,24.0,6.5224,1.78,0.7422,17.94,8.275
2024-09-12,565000.0,254.4,1.7,8.438,2.34125,1.29,2.81,2.15,0.99,0.87,12.51,21.5,1.8,2.79,43.368,1.902,4.53,5.95,2.43,2.9,147.44,3.27,2.86,13.1184,23.1,6.4056,1.79,0.74,17.29,8.5
2024-09-13,508500.0,242.4,1.54,6.314,2.269,1.31,2.74,2.01,1.047,0.87,12.6,21.0,1.89,2.88,42.936,1.9299,4.57,5.91,2.65,3.29,132.0,3.09,2.74,13.12,23.4,6.484,2.01,0.731,18.85,8.7425
2024-09-16,508500.0,247.2,1.66,5.889,2.25,1.29,3.01,1.8,1.0983,0.86,11.52,19.55,1.8,2.93,42.744,1.92,4.47,5.76,2.47,3.31,121.0,3.03,2.79,13.04,24.6,6.952,1.9,0.78,17.68,8.5
2024-09-17,505901.0,244.8,1.33,5.998,2.25,1.26,2.8,1.84,1.056,0.855,11.02,17.0,1.88,2.94,40.648,1.87,4.48,5.75,2.46,3.6954,125.0,3.44,2.88,13.5792,25.65,7.88,1.95,0.9519,19.63,8.575
2024-09-18,503980.0,250.8,1.21,5.699,2.2585,1.28,2.88,1.75,1.02,0.85,12.39,18.25,1.77,2.78,40.0,1.79,4.52,5.8,2.46,3.66,119.0,3.49,2.65,12.944,26.55,8.0,2.02,0.9448,18.33,7.695
2024-09-19,449740.0,244.8,1.08,5.366,2.2455,1.27,2.84,1.65,1.02,0.87,12.94,19.5,1.77,2.78,40.04,1.9,4.51,5.8,2.52,3.55,127.0,3.5,2.91,13.3936,26.25,8.32,2.01,0.9474,18.33,7.75
2024-09-20,432338.0,235.2,1.06,5.1,2.235,1.29,2.77,1.71,0.99,0.85,11.38,19.1,1.79,2.75,40.04,1.97,4.3,5.79,2.49,3.52,125.0,3.51,3.73,12.5216,25.65,8.0,1.85,0.9297,17.55,7.105
2024-09-23,303970.0,237.6,1.11,4.913,2.2025,1.21,2.71,1.69,0.933,0.7989,8.1,20.79,1.77,2.64,36.624,1.85,4.08,5.68,2.56,3.43,131.08,3.5,3.71,13.1568,24.6,7.5512,1.73,0.88,16.9,7.5
2024-09-24,255719.0,247.2,1.08,4.94999,2.255,1.2,2.59,1.96,0.9483,0.8201,8.38,19.815,1.83,2.7,36.248,1.83,4.02,5.52,2.59,3.4199,134.0,3.46,3.36,12.8816,23.25,7.20081,1.75,0.84,16.38,7.44
2024-09-25,245210.0,244.8,1.0,4.855,2.3015,1.17,2.61,2.09,0.975,0.81,8.4,17.515,1.83,2.66,37.296,1.82,3.93,5.46,2.82,3.35,160.0,3.38,3.21,12.8608,21.3,5.8168,1.75,0.7881,16.64,7.03
2024-09-26,248035.0,240.0,1.035,5.62,2.301,1.17,2.63,1.87,1.0437,0.79,8.6,17.475,1.95,2.66,37.04,1.95,4.06,5.25,2.92,3.57,167.0,3.28,3.59,13.12,21.6,5.84,1.9,0.78,16.9,6.1
2024-09-27,184529.0,247.2,0.99,5.244,2.32,1.23,2.7,1.77,1.0311,0.8322,8.2,18.55,1.96,2.72,39.608,2.08,4.02,5.35,2.93,3.5,153.0,3.37,3.65,13.216,21.525,5.6768,2.35,0.75,17.81,5.74
2024-09-30,121136.0,237.6,0.9595,5.102,2.65,1.25,2.57,1.77,1.0332,0.832,7.72,18.085,1.81,2.69,41.328,2.22,4.12,5.7,2.66,3.45,162.0,3.24,3.54,13.44,21.6,6.69,2.245,0.7598,18.2,5.88
2024-10-01,125543.0,228.096,0.84,5.002,2.52,1.2,2.41,1.69,0.96,0.8351,7.0,17.665,1.76,2.54,40.376,2.32,4.02,5.48,2.55,3.4,145.0,3.27,3.62,13.2928,22.65,6.13,2.2,0.75,17.29,5.58
2024-10-02,76275.0,223.2,0.869,5.116,2.4825,1.23,2.45,1.67,0.9798,0.843,7.5,16.5,1.81,2.56,38.632,2.23,4.26,5.39,2.56,3.18,172.0,3.4,3.33,13.52,21.3,5.5254,2.25,0.75,17.42,5.7
2024-10-03,54805.0,220.776,0.71,5.51,2.3,1.2,2.47,1.67,1.04527,0.8405,7.2,16.5,1.89,2.46,37.68,2.26,4.23,5.3,2.57,3.16,142.0,3.28,3.46,13.2,21.75,5.155,2.42,0.79,17.68,5.55
2024-10-04,45200.0,219.216,0.8368,5.8,2.3795,1.28,2.56,1.73,1.7991,0.8648,8.2,17.53,1.92,2.4,38.616,2.19,4.3,5.4,2.55,3.08,155.0,3.48,3.55,13.4469,21.15,5.15,2.58,0.8499,18.46,5.5346
2024-10-07,42092.5,225.6,0.7447,5.7,2.3005,1.25,2.38,1.66,1.5597,0.934,6.96,17.4952,1.89,2.4,37.36,2.66,4.01,5.35,2.43,2.89,151.0,3.5,3.27,13.1008,22.05,4.7,2.45,0.8,18.33,5.24
2024-10-08,39832.5,213.6,0.707,5.79,2.23,1.32,2.4,1.61,1.257,0.9501,6.6,17.49,1.875,2.4,36.104,2.65,4.15,5.31,2.3,2.81,150.0,3.49,3.44,12.8,21.45,4.88,2.51,0.86,18.07,4.8
2024-10-09,34182.5,192.72,0.68,5.499,2.263,1.36,2.36,1.57,1.2597,0.9,6.88,17.05,1.89,2.37,36.0,2.84,4.21,5.225,2.39,2.89,151.72,3.4,3.46,12.336,21.3,4.9,2.49,0.92,17.55,4.69
2024-10-10,34747.5,190.848,0.653,5.45,2.25,1.27,2.33,1.62,1.206,0.901,7.88,16.99,1.89,2.32,35.36,2.62,4.21,5.26,2.36,2.55,152.0,3.33,3.4,12.8,22.2,4.7869,2.55,0.86,14.3,4.89
2024-10-11,32770.0,192.0,0.67,5.4,2.287,1.28,2.31,1.59,1.416,0.92,7.8,16.94,2.13,2.53,35.712,2.63,4.26,5.2692,2.57,2.68,165.0,3.31,3.62,12.7456,21.3,4.76,2.76,0.91,13.325,5.22
2024-10-14,31075.0,192.0,0.651,5.1,2.2295,1.32,2.34,1.7,1.3638,0.8706,7.24,17.09,2.22,2.49,36.544,2.6,4.29,5.17,2.84,2.69,161.01,3.35,3.59,12.76,19.35,4.63,2.64,0.89,13.91,5.0091
2024-10-15,31640.0,195.216,0.5915,5.0,2.20025,1.26,2.29,1.73,1.353,0.871,6.84,16.785,2.33,2.45,36.016,2.81,4.39,5.2,2.9646,2.76,180.0,3.48,3.69,12.1616,22.8,4.84,2.56,0.89,15.21,4.8
2024-10-16,31357.5,237.6,0.6985,6.0,2.205,1.22,2.4,1.87,1.67955,1.1,7.24,17.245,2.41,2.44,44.0,2.85,4.5,5.26,2.965,3.25,168.5,3.5,3.7,12.0432,25.65,5.08,2.85,0.9159,14.43,4.74
2024-10-17,30510.0,242.4,0.676,5.822,2.3,1.25,2.33,1.75,2.1816,1.08,7.64,16.995,2.19,2.39,40.64,2.85,4.44,5.1119,2.77,2.65,177.0,3.49,3.61,12.16,27.75,6.11,2.88,0.91,14.95,4.7
2024-10-18,29662.5,273.6,0.6934,6.27,2.28925,1.28,2.675,1.84,2.2182,1.13,8.4,20.65,2.59,2.47,45.744,2.87,4.4,5.2,3.07,2.91,176.0,3.61,3.62,12.3776,30.15,5.91,2.87,0.9708,14.3,4.865
2024-10-21,30792.5,316.8,0.7,6.348,2.425,1.28,2.98,1.85,2.04,1.12,7.68,75.5,2.4,2.37,44.4,3.09,4.19,5.24,2.84,3.18,164.0,3.63,3.57,12.2736,27.3,5.71,2.73,1.0,13.65,4.65
2024-10-22,28815.0,343.2,0.6951,6.48,2.411,1.27,3.04,1.82,1.84965,1.1,8.72,179.5,2.52,2.4,43.432,2.89,4.08,5.53,2.74,3.13,167.5,3.64,3.67,11.728,29.7,6.1,2.61,1.0,13.65,4.8526
2024-10-23,25990.0,254.4,0.711,6.057,2.37625,1.24,3.06,1.75,1.815,1.04,8.44,132.5,2.36,2.36,42.704,2.73,3.98,6.05,2.6,2.93,167.0,3.595,3.565,11.52,26.85,6.14,2.52,0.9724,14.04,4.86
2024-10-24,22458.8,208.968,0.725,6.176,2.4,1.24,3.29,1.71,2.052,1.22,7.44,107.0,2.34,2.34,41.376,2.8,3.98,6.55,2.87,2.96,178.0,3.63,3.72,11.768,26.25,6.25,2.56,0.97,13.78,5.06
2024-10-25,23684.8,199.68,0.6946,5.85,2.35124,1.23,3.6,1.91,1.8924,1.18,7.44,99.0,2.25,2.32,43.136,2.85,3.96,6.8,2.79,2.91,167.51,3.62,3.715,12.3736,25.05,6.01,2.47,0.99,14.17,4.955
2024-10-28,20198.8,168.0,0.69,6.095,2.27524,1.25,4.15,1.99,1.7367,1.36,7.72,137.0,2.35,2.42,44.0,2.87,4.15,7.19,3.06,3.01,176.0,3.64,4.02,12.6384,25.05,4.97,2.72,0.9912,14.3,4.94
2024-10-29,16548.9,163.224,1.22,5.874,2.252,1.21,4.61,1.82,1.8,1.375,7.2,122.0,2.73,2.45,44.24,2.8,4.25,7.1899,3.12,3.29,153.0,3.57,4.08,12.4816,25.5,4.51,3.01,1.01,14.3,5.05
2024-10-30,15582.7,157.68,1.25,5.6,2.2505,1.22,4.17,1.92,1.8294,1.38,6.96,101.0,2.45,2.45,42.32,2.75,4.15,6.85,2.97,3.15,145.69,3.5,3.85,12.68,24.3,4.57,3.32,1.07,12.4488,4.97
2024-10-31,15678.8,155.76,1.32,6.064,2.205,1.21,3.74,1.84,1.92,0.861,6.4,112.5,2.32,2.35,39.232,2.59,3.95,7.04,2.79,2.98,142.0,3.48,4.12,12.448,24.15,4.53,3.355,1.03,11.8963,5.04
2024-11-01,14969.7,150.456,1.24,5.8,2.3,1.21,3.74,1.85,2.064,0.83,6.52,107.5,2.28,2.4,40.72,2.67,4.19,6.99,2.75,3.12,133.0,3.49,4.0,11.8416,22.2,4.32,3.52,1.03,11.8222,4.9908
2024-11-04,13842.5,121.2,1.3,5.54,2.3,1.22,3.67,1.82,2.0226,0.7501,6.6,101.0,2.21,2.37,41.448,2.67,4.19,6.78,2.63,3.21,131.0,3.42,4.0,12.0,21.75,4.33,2.27,1.09,12.2343,5.0002
2024-11-05,13379.2,106.104,1.23,5.215,2.304,1.21,3.55,1.82,2.139,0.7447,6.68,90.5,2.31,2.39,40.624,2.66,4.49,6.7,2.66,3.26,134.12,3.32,3.93,12.016,23.1,4.21,2.29,1.13,13.0,4.99
2024-11-06,13418.8,99.624,1.17,5.39,2.7225,1.21,3.71,1.74,2.04,0.7514,7.04,77.5,2.48,2.82,40.016,2.57,5.04,7.05,3.16,3.26,132.0,3.4,3.84,12.16,22.8,3.73,2.35,1.19,13.52,5.05
2024-11-07,10452.5,102.168,1.16,5.595,2.743,1.18,3.47,1.79,1.98,0.7655,6.76,84.5,2.43,2.39,38.928,2.54,4.66,6.87,3.21,3.25,135.13,3.26,3.72,12.5568,22.05,3.69,2.4,1.08,13.78,5.055
2024-11-08,10090.9,115.44,1.16,5.55,2.845,1.14,3.24,1.83,2.064,0.7625,6.8,77.5,2.25,2.57,39.128,2.56,4.96,7.63,3.12,2.95,134.0,3.28,3.8,12.3216,22.5,3.33,2.34,1.17,14.17,5.3227
2024-11-11,10410.1,107.76,1.04,5.33,2.85,1.18,3.27,1.83,1.9098,0.7505,6.3,67.0,2.65,2.45,37.136,2.56,4.78,7.4,3.51,2.61,142.0,3.25,3.59,12.248,22.5,3.3,2.28,1.1,14.3,5.41
2024-11-12,10435.6,98.4,1.05,5.793,2.751,1.17,3.25,1.86,1.86,0.8499,5.96,104.5,2.68,2.28,40.424,2.55,4.395,7.09,3.4,2.56,129.5,3.3,3.83,12.0,21.75,3.05,2.01,0.69,14.04,5.8998
2024-11-13,9828.18,108.0,1.03,5.7,2.55,1.11,3.0,1.85,1.89,0.7804,5.76,80.0,2.42,2.17,32.6,2.32,4.305,6.95,2.94,2.35,125.0,3.21,3.57,12.544,21.15,3.08,1.88,0.6096,12.5658,5.65
2024-11-14,9845.13,94.392,1.02,5.483,2.512,1.1,2.89,1.94,1.5642,0.6842,5.76,82.0,2.47,2.29,27.208,2.15,4.11,6.76,2.65,2.23,122.94,3.16,3.31,12.5216,20.7,3.0,1.79,0.79,12.6113,5.581
2024-11-15,9124.75,89.76,0.94,5.359,2.0605,1.06,2.74,2.07,1.4694,0.7096,5.44,80.0,2.67,2.14,8.152,2.28,4.21,6.7,2.65,2.21,119.56,3.01,2.87,12.4784,20.1,3.02,1.76,0.71,11.5687,4.99
2024-11-18,9576.75,86.736,0.9001,4.904,2.1565,1.08,2.78,2.07,1.3215,0.681,5.52,68.0,2.7,2.15,8.88,2.18,4.02,6.6,2.7,2.27,121.6,3.02,2.89,11.872,20.7,2.85,1.73,0.781,11.0227,4.93
2024-11-19,9887.5,89.664,0.8599,4.81,2.0,1.07,2.7,2.11,1.224,0.7,6.08,64.25,2.62,2.05,9.536,2.23,3.81,6.465,2.8,2.552,114.5,2.98,2.82,11.824,21.15,3.04,1.78,0.7552,11.2463,4.7
2024-11-20,9573.93,89.112,0.8403,4.9,2.09999,1.04,2.59,1.86,1.20297,0.7181,5.68,55.0,2.38,2.16,7.392,2.19,3.52,6.43,2.93,2.38,123.0,2.85,2.76,11.824,21.0,2.92,1.89,0.8025,11.6792,4.49
2024-11-21,9167.13,83.352,0.8361,5.482,2.0705,1.06,2.58,1.84,1.245,0.72,5.72,57.0,2.12,2.16,8.408,2.45,3.34,6.55,3.09,2.53,136.0,2.75,2.58,12.0,21.9,2.89,1.97,0.8354,11.6168,4.51
2024-11-22,9573.93,85.44,0.88,5.6,2.05,1.01,2.55,1.725,1.3599,0.711,5.88,55.0,2.16,2.27,8.608,2.64,3.44,6.795,3.04,2.47,134.0,2.8,2.47,11.8416,20.55,2.98,2.1,0.885,11.7715,4.4646
2024-11-25,11300.0,82.56,0.92,5.71,2.135,0.99,2.52,1.62,1.413,0.74,5.84,50.0,2.14,2.24,7.112,2.56,3.35,6.91,2.8,2.45,140.0,2.76,2.46,11.952,22.8,2.79,2.07,0.9701,11.8963,4.46
2024-11-26,9319.68,84.96,0.9284,5.967,2.225,0.93,2.65,1.57,1.3956,0.7799,5.6,56.0,2.04,2.19,8.72,2.54,3.52,6.4886,2.71,2.51,135.0,2.72,2.56,12.1632,22.8,2.77,1.92,0.954,12.2252,4.09
2024-11-27,9845.13,82.8,0.9168,6.67,2.2615,0.9363,2.92,1.62,1.3635,0.77,5.44,54.0,2.23,2.2,7.432,2.63,3.67,6.65,2.98,2.635,116.0,2.9,2.74,12.1632,21.75,2.63,1.95,0.9631,12.4787,4.7416
2024-11-29,10452.5,97.2,0.9,6.5,2.1525,0.8908,2.98,1.64,1.4205,0.751,5.6,54.5,2.41,2.2,7.92,2.94,3.52,6.8575,3.02,2.72,113.0,3.02,2.86,12.48,21.45,2.57,2.0,1.0,12.35,4.58
2024-12-02,10452.5,98.4,1.12,8.134,2.205,0.9373,2.9,1.63,1.38,0.7102,5.76,55.0,2.3,2.2,7.36,2.8,3.62,6.72,3.0,2.92,110.0,3.29,2.85,11.9,22.2,2.61,2.03,1.11,12.3669,5.2
2024-12-03,10184.1,107.52,1.12,7.625,1.977,0.88,2.79,1.59,1.44,0.7217,5.88,54.5,2.3,2.24,7.352,2.6,3.54,6.5408,2.99,2.86,113.43,2.77,2.6,11.616,21.15,2.41,2.13,1.15,11.3607,5.18
2024-12-04,9887.5,96.0,1.1,6.923,2.0245,0.876,3.07,1.59,1.488,0.719,6.36,53.0,2.38,2.26,7.824,2.64,3.55,6.68,3.09,2.97,121.0,0.63,2.35,11.664,21.75,2.02,2.15,1.175,11.362,5.195
2024-12-05,9672.8,97.68,1.13,6.6,2.09,0.82,2.99,1.63,1.998,0.68,6.48,54.0,2.27,2.14,7.752,2.59,3.34,6.28,2.93,2.71,122.0,0.45,2.32,11.6816,21.6,1.71,2.13,1.19,11.4023,5.0444
2024-12-06,9862.08,90.48,1.11,7.3,2.007,0.851,3.27,1.7,2.3976,0.7336,6.08,52.0,2.37,2.26,7.016,2.77,3.43,6.79,2.95,2.84,124.0,0.4575,2.2,11.784,22.5,2.1,2.26,1.27,11.843,4.77
2024-12-09,9918.58,93.6,1.1,7.878,2.095,0.8534,3.2,1.67,2.4,0.7289,6.72,52.5,2.31,2.33,7.848,2.76,3.98,6.55,2.85,2.73,141.0,0.481,2.12,11.968,22.65,1.98,2.36,1.15,11.8911,4.98
2024-12-10,9944.0,92.16,1.07,8.35,2.095,0.8427,3.16,1.66,1.956,0.7012,7.0,51.5,2.2,2.34,7.936,2.66,3.72,6.46,2.77,2.81,157.0,0.4698,2.14,11.8736,24.3,1.98,2.44,1.14,11.5167,5.15
2024-12-11,10062.7,94.824,1.07,7.62,2.1495,0.8101,3.3,1.65,1.764,0.7028,7.0,52.5,2.25,2.32,7.448,2.6,3.69,6.21,2.9,2.7,122.0,0.4175,2.12,12.784,23.7,1.91,2.35,1.2,10.9915,5.01
2024-12-12,9686.93,87.84,1.0,7.551,2.2,0.836,3.13,1.61,1.8801,0.7017,6.92,53.0,2.15,2.24,7.016,2.51,3.56,6.09,2.74,2.8711,119.0,0.37,2.04,10.4,21.6,1.77,2.19,1.16,10.8498,4.84
2024-12-13,9836.65,86.664,0.966,7.1,2.15,0.8319,2.95,1.59,1.7517,0.7049,6.84,58.0,2.14,2.16,6.68,2.31,3.53,6.18,2.71,2.81,115.0,0.367,2.26,12.9936,22.0485,1.81,2.05,1.12,10.4,4.6501
2024-12-16,8604.95,82.392,0.935,7.85,2.0495,0.7901,3.01,1.75,1.71,0.64,6.52,52.5,2.18,2.14,6.528,2.35,3.45,6.11,2.79,2.84,109.0,0.3888,2.12,13.76,20.7945,1.81,2.14,1.09,10.4,4.6977
2024-12-17,7449.53,88.248,0.92,8.001,1.925,0.76,3.11,1.71,1.6425,0.66,6.68,51.0,2.2,2.17,7.04,2.42,3.53,6.19,2.64,2.7,123.0,0.3617,1.92,12.88,19.95,1.72,2.03,1.3,10.27,5.0713
2024-12-18,6751.75,81.96,0.92,7.49,1.522,0.7256,2.9,1.69,1.68,0.625,6.24,41.51,2.0,2.03,6.664,2.4,3.46,5.76,2.28,2.51,145.0,0.3533,1.86,11.816,18.3,1.61,1.96,1.37,9.0818,5.21
2024-12-19,6384.5,79.44,0.93,7.201,1.795,0.7252,2.78,1.72,1.8552,0.6,6.72,45.0,1.89,2.1,7.2,2.42,3.88,6.0,2.31,1.74,147.0,0.3527,1.76,12.0,21.15,1.59,1.99,1.29,9.36,5.3345
2024-12-20,5257.33,76.176,0.87,7.0,1.795,0.73,2.91,1.7,1.89,0.608,7.08,45.5,1.9,2.11,6.824,2.48,4.45,5.92,2.26,1.76,136.0,0.3629,1.75,11.36,23.25,1.56,1.96,1.39,9.2508,5.02
2024-12-23,5282.75,78.096,0.9515,7.015,1.8,0.7291,2.89,1.81,1.86,0.598,8.12,46.69,1.73,2.1,6.76,2.36,4.59,6.0,2.23,2.23,129.0,0.3796,1.87,10.72,23.55,1.44,1.87,1.33,11.0058,12.57
2024-12-24,5209.3,76.224,1.01,8.0,1.7565,0.768,2.91,2.06,1.8981,0.6458,7.64,46.41,1.73,2.08,6.848,2.4153,4.61,6.24,2.23,2.2,127.0,0.3614,2.17,11.36,22.35,1.42,1.88,1.46,11.1384,11.61
2024-12-26,5438.13,77.832,1.09,8.015,1.82,0.7584,2.98,2.28,1.89,0.631,7.76,44.5,1.73,2.1,7.36,2.41,4.59,6.935,2.295,2.09,129.0,0.3622,2.25,11.536,24.9525,1.49,2.04,1.42,11.4816,11.4
2024-12-27,5311.0,85.08,1.41,8.4,2.0375,0.73,2.95,2.3,1.803,0.694,7.88,43.765,1.65,1.98,7.536,2.45,4.45,6.98,2.39,1.93,125.0,0.383,2.23,10.968,25.05,1.51,2.0,1.48,10.933,13.42
2024-12-30,5511.58,87.84,2.38,7.56,1.9585,0.6999,2.92,2.6,1.86,0.74,7.72,42.51,1.67,2.02,9.064,2.38,4.38,6.87,2.27,1.9,115.0,0.459,2.32,11.16,22.8,1.48,2.01,1.48,10.8953,8.42
2024-12-31,5361.85,90.24,1.71,9.629,1.908,0.75,2.875,2.05,1.866,0.7482,7.56,42.58,1.55,2.11,11.68,2.45,4.43,6.94,2.15,1.8,115.0,0.52,2.3,10.9344,27.6,1.46,2.21,1.61,10.8485,8.88
2025-01-02,5508.75,89.016,1.39,8.533,2.0,0.7226,3.22,2.04,1.944,0.7688,8.16,45.045,1.65,2.03,9.6,2.42,4.33,7.71,2.37,1.9,115.0,0.4501,2.25,11.68,26.1,1.6,2.52,1.49,11.1592,8.67
2025-01-03,5876.0,110.4,1.67,8.6,2.3,0.78,3.35,2.21,1.86,0.776,8.92,41.88,1.79,2.14,8.808,2.45,4.51,7.93,2.39,1.97,119.0,0.4701,2.28,11.8048,25.5,1.75,2.5,1.49,12.3747,8.66
